NOUN_PHRASES_AMOUNT;FLESCH_KINCAID_GRADE;VIDEOID;VIDEO_NOUN_PHRASES;VIDEO_AVERAGE_BRIGHTNESS;VIDEO_SIZE;PHRASES_AMOUNT;VIDEO_DIFFICULT_WORDS;VIDEO_AVERAGE_LIGHT_EXPOSURE;SPEECH_DISPLAY_WORDS_RATIO;FLESCH_READING_EASE;VIDEO_WORDS_COUNT;VIDEO_ASPECT_RATIO;VIDEO_DOMINANT_COLOR;VIDEO_AVERAGE_COLORFULNESS;AUTOMATED_READABILITY_INDEX;WORD_AMOUNT;FLESCH_KINCAID_VIDEO_GRADE;UNCOMMON WORDS RATIO;VIDEO_DURATION;UNCOMMON WORDS AMOUNT;WORDS_PER_MINUTE_WHOLE_VIDEO;VIDEO_AVERAGE_HUE;EASY_VIDEO_READ;VIDEO_AVERAGE_SATURATION;VIDEO_PHRASES_COUNT;WORDS_PER_MINUTE;WORDS_PER_MINUTE_WHOLE;AUTOMATED_VIDEO_READABILITY_INDEX;DIFFICULT_WORDS_AMOUNT;score
50.0;4.4;879;98.0;1.0;1500.0;60.0;11.0;141.565569387;0.439106145251;90.19;393.0;1.77777777778;0.0;12.3685108263;3.5;895.0;0.3;0.440223463687;5.95;394.0;65.8898482689;70.1987587291;111.48;24.865785108;37.0;146.027825203;153.240003353;0.6;53.0;intermediate
84.0;6.1;885;130.0;1.0;1500.0;65.0;16.0;141.620275968;0.38045540797;80.41;401.0;1.77777777778;0.0;33.7683504743;4.3;1054.0;3.0;0.376660341556;6.16666666667;397.0;64.9392712551;80.3259327581;104.57;46.0330129561;23.0;168.60685473;169.068825911;5.4;55.0;difficult
77.0;17.0;5439;155.0;0.997844827586;1500.0;30.0;41.0;147.466726774;0.384347826087;41.06;442.0;1.77777777778;256.5953;20.3817253334;20.1;1150.0;19.0;0.22;7.71666666667;253.0;57.1785860589;76.5073783974;57.65;51.3017840205;8.0;153.387871243;150.320174209;27.7;159.0;intermediate
41.0;4.2;5417;105.0;0.988929889299;1500.0;60.0;24.0;187.107070948;0.456647398844;85.18;316.0;1.77777777778;1454.0253;72.5331757924;3.9;692.0;15.2;0.258670520231;4.5;179.0;70.1261234604;47.2481896753;56.76;50.2495607048;8.0;195.877754087;152.901579317;19.4;73.0;difficult
37.0;6.9;896;285.0;0.996923076923;1500.0;57.0;23.0;126.01492408;0.951080773606;72.76;836.0;1.77777777778;1638.0915;22.034731185;5.2;879.0;2.9;0.3606370876;5.4;317.0;154.514370206;94.2266174858;115.61;44.2221685363;36.0;165.843144684;164.494963497;6.3;80.0;difficult
44.0;11.2;5433;31.0;0.995555555556;1500.0;24.0;35.0;147.933050617;0.250896057348;56.29;140.0;1.77777777778;1677.7215;43.087814801;12.3;558.0;3.7;0.259856630824;3.73333333333;145.0;37.416481069;38.4875872171;86.71;98.3014366598;14.0;182.196829274;148.864142539;8.2;100.0;easy
12.0;2.7;903;458.0;0.996774193548;1500.0;66.0;47.0;125.791739316;1.83068017366;94.66;1265.0;1.77777777778;1677.7215;14.5798631492;1.3;691.0;5.5;0.415340086831;4.98333333333;287.0;253.676470588;81.5042946784;97.98;15.9662268767;53.0;141.211645752;140.77540107;6.0;37.0;easy
84.0;8.0;2443;32.0;1.0;1500.0;36.0;35.0;136.504353458;0.203703703704;64.71;110.0;1.77777777778;59.6051;62.9896413387;8.9;540.0;9.4;0.375925925926;4.06666666667;203.0;26.9850355712;89.441564988;55.54;168.275751165;7.0;145.907537652;131.981355794;14.6;90.0;easy
29.0;3.9;909;25.0;0.997093023256;1500.0;73.0;6.0;134.803767911;0.175937904269;86.1;136.0;1.77777777778;1638.0915;33.5075493503;3.6;773.0;5.7;0.390685640362;5.71666666667;302.0;23.7533839839;39.527994001;70.7;94.1306278487;15.0;133.076539656;131.342240852;4.3;61.0;easy
70.0;9.6;4333;20.0;1.0;1500.0;45.0;24.0;191.023023402;0.0752256770311;65.86;75.0;1.77777777778;1677.7215;19.4120141629;9.8;997.0;10.3;0.269809428285;5.61666666667;269.0;13.3230696352;9.60906608408;47.79;11.5806613716;5.0;177.427039905;176.575082899;13.8;114.0;intermediate
54.0;5.2;5599;40.0;0.993355481728;1500.0;50.0;33.0;208.044969918;0.186079545455;82.54;131.0;1.77777777778;1677.7215;15.4026916182;5.2;704.0;9.4;0.369318181818;5.0;260.0;26.1259764002;19.100327272;60.95;11.8526368381;7.0;156.226406756;141.000498587;13.5;78.0;easy
63.0;7.3;920;146.0;1.0;1500.0;50.0;19.0;223.661736167;0.470527404343;77.27;455.0;1.77777777778;1638.0915;32.0717181477;5.6;967.0;5.1;0.440537745605;6.16666666667;426.0;73.7319721277;87.2523877244;93.68;31.5192997383;23.0;144.252047669;142.602495544;5.8;72.0;easy
44.0;7.0;918;311.0;0.997542997543;1500.0;55.0;24.0;187.750442725;0.861826697892;72.66;736.0;1.77777777778;1638.0915;31.2964680583;6.0;854.0;5.1;0.436768149883;6.76666666667;373.0;108.594614533;99.6367718381;88.36;42.3592514579;44.0;124.440917617;118.775359646;6.8;55.0;easy
95.0;5.7;413;43.0;1.0;1500.0;81.0;24.0;210.339925502;0.0940794809408;81.43;116.0;1.77777777778;1677.7215;17.2444755921;6.9;1233.0;11.1;0.291159772912;6.46666666667;359.0;17.9099868763;26.3938757329;67.42;23.1957386778;4.0;198.272624859;190.216412341;17.4;98.0;easy
83.0;8.2;929;60.0;1.0;1500.0;65.0;2.0;191.662119452;0.146622734761;69.41;178.0;1.77777777778;1677.7215;44.7366877733;8.7;1214.0;28.6;0.350906095552;7.46666666667;426.0;23.8206758113;122.883181681;48.82;61.9996878326;2.0;163.901007053;161.391769823;41.1;108.0;intermediate
64.0;6.2;942;153.0;1.0;1500.0;53.0;9.0;169.405915917;0.544318181818;80.01;479.0;1.77777777778;1677.7215;35.2564014456;4.7;880.0;4.1;0.404545454545;5.01666666667;356.0;95.2160084813;64.1693149771;96.42;62.9229861814;28.0;180.570232587;175.125894514;4.4;56.0;intermediate
30.0;8.5;5556;49.0;1.0;1500.0;22.0;46.0;229.233055668;0.352803738318;68.6;151.0;1.77777777778;1585.5861;29.5090249806;10.3;428.0;9.3;0.303738317757;2.55;130.0;58.9076723017;114.146914056;45.01;24.4096805981;16.0;173.163676087;166.970091027;12.6;71.0;easy
40.0;7.2;950;34.0;1.0;1500.0;44.0;4.0;177.38583529;0.105413105413;72.16;74.0;1.77777777778;1677.7215;28.1427337199;6.3;702.0;1.5;0.368945868946;4.6;259.0;16.0689081105;49.1356485521;103.02;44.5023012212;7.0;152.652389633;152.437479642;5.4;51.0;difficult
44.0;7.6;5559;39.0;1.0;1500.0;42.0;48.0;226.538125798;0.134831460674;71.14;96.0;1.77777777778;1585.5861;33.2652614584;9.1;712.0;10.6;0.244382022472;4.41666666667;174.0;21.6949152542;114.488701818;36.35;27.5207007536;10.0;173.953636933;160.225988701;20.8;92.0;easy
32.0;8.4;954;55.0;1.0;1500.0;43.0;10.0;171.463537815;0.217076700434;63.59;150.0;1.77777777778;0.0;28.8549495676;7.0;691.0;27.8;0.402315484805;4.65;278.0;32.2338025142;48.9589589608;29.19;46.7509558623;2.0;148.673556475;148.705275599;33.7;56.0;easy
83.0;8.0;4294;174.0;1.0;1500.0;48.0;120.0;89.4929184172;0.472727272727;80.85;546.0;1.77777777778;0.0;20.9826201939;9.9;1155.0;13.0;0.263203463203;6.46666666667;304.0;84.270096463;25.7076381847;40.89;40.470071061;25.0;177.333813913;178.726688103;18.4;89.0;easy
41.0;4.8;5195;19.0;0.984732824427;1500.0;58.0;21.0;179.870458585;0.103854389722;88.97;97.0;1.77777777778;1677.7215;6.9572412694;6.3;934.0;7.9;0.278372591006;6.53333333333;260.0;14.8170778278;8.54346681804;54.08;5.46653113023;11.0;146.448582382;141.602382953;12.1;60.0;easy
33.0;7.3;966;34.0;1.0;1500.0;34.0;11.0;182.08649059;0.273282442748;77.27;179.0;1.77777777778;1677.7215;30.4086958998;7.6;655.0;1.5;0.239694656489;4.11666666667;157.0;43.3904330963;96.4370736105;103.12;45.8396271095;17.0;159.243613284;157.56302521;7.8;45.0;intermediate
86.0;6.3;967;87.0;1.0;1500.0;70.0;14.0;158.732388827;0.208614864865;79.7;247.0;1.77777777778;0.0;25.7702302845;6.0;1184.0;21.5;0.349662162162;7.0;414.0;35.2613671513;68.9291901341;51.05;45.5978268678;4.0;169.771009879;169.168907183;27.4;75.0;easy
37.0;9.4;1487;1.0;0.9921875;1500.0;21.0;0.0;151.557027693;0.00255754475703;61.06;1.0;1.77777777778;0.0;41.5554336232;11.5;391.0;20.2;0.289002557545;2.11666666667;113.0;0.471179519397;38.958344169;-47.99;66.2330314128;1.0;192.987134191;184.231192084;2.6;81.0;easy
63.0;6.0;976;147.0;1.0;1500.0;58.0;23.0;158.327212735;0.421673819742;80.51;393.0;1.77777777778;0.0;26.9819959148;5.3;932.0;4.7;0.394849785408;5.7;368.0;68.8447052641;74.7199038362;100.11;45.9178591731;18.0;162.569308247;162.389419287;6.9;77.0;easy
23.0;5.1;5505;11.0;1.0;1500.0;35.0;12.0;222.556768832;0.0774058577406;82.95;37.0;1.77777777778;1585.5861;18.455935955;5.4;478.0;9.3;0.309623430962;3.1;148.0;11.8900969418;115.507461461;61.16;21.5559892739;2.0;166.630763229;153.607198329;12.6;46.0;intermediate
40.0;6.2;5428;156.0;0.996904024768;1500.0;44.0;48.0;195.725865768;0.714285714286;74.79;420.0;1.77777777778;1447.446;37.6707801947;6.3;588.0;11.5;0.277210884354;5.36666666667;163.0;78.1395348837;32.304318127;66.41;36.4284327461;14.0;179.78627448;109.395348837;16.6;69.0;intermediate
107.0;8.7;4605;38.0;0.997685185185;1500.0;47.0;27.0;169.128046969;0.0943193997856;68.2;88.0;1.77777777778;1664.5629;19.4609607002;9.3;933.0;20.5;0.318327974277;7.18333333333;297.0;12.2329827163;20.1735211352;26.82;25.9508627508;2.0;140.759458061;129.836430193;29.4;112.0;difficult
50.0;10.0;1520;29.0;1.0;1404.0;28.0;17.0;190.549175274;0.0938775510204;70.16;69.0;1.6;1658.0088;47.6283272087;11.9;735.0;6.3;0.255782312925;4.0;188.0;17.1969759907;50.7510795354;74.39;42.1094643625;5.0;185.590438515;183.683642104;11.6;61.0;easy
