NOUN_PHRASES_AMOUNT;FLESCH_KINCAID_GRADE;VIDEOID;VIDEO_NOUN_PHRASES;VIDEO_AVERAGE_BRIGHTNESS;VIDEO_SIZE;PHRASES_AMOUNT;VIDEO_DIFFICULT_WORDS;VIDEO_AVERAGE_LIGHT_EXPOSURE;SPEECH_DISPLAY_WORDS_RATIO;FLESCH_READING_EASE;VIDEO_WORDS_COUNT;VIDEO_ASPECT_RATIO;VIDEO_DOMINANT_COLOR;VIDEO_AVERAGE_COLORFULNESS;AUTOMATED_READABILITY_INDEX;WORD_AMOUNT;FLESCH_KINCAID_VIDEO_GRADE;UNCOMMON WORDS RATIO;WORDS_PER_MINUTE;UNCOMMON WORDS AMOUNT;WORDS_PER_MINUTE_WHOLE_VIDEO;VIDEO_AVERAGE_HUE;EASY_VIDEO_READ;VIDEO_AVERAGE_SATURATION;VIDEO_PHRASES_COUNT;VIDEO_DURATION;WORDS_PER_MINUTE_WHOLE;AUTOMATED_VIDEO_READABILITY_INDEX;DIFFICULT_WORDS_AMOUNT;score
81.0;6.5;2834;26.0;0.996402877698;1500.0;62.0;42.0;156.481983726;0.18665158371;73.88;165.0;1.77777777778;1664.5629;13.1531277684;6.9;884.0;8.7;0.321266968326;199.969804484;284.0;36.8002379005;18.4629425002;57.47;24.6522515529;12.0;4.48333333333;201.843729091;10.2;112.0;difficult
36.0;6.7;789;64.0;1.0;1500.0;36.0;42.0;239.223070667;0.336483931947;73.47;178.0;1.77777777778;1677.7215;12.273629008;7.4;529.0;10.2;0.302457466919;122.469334344;160.0;32.2941549998;10.6502051805;47.99;7.06997928789;12.0;5.5;95.7938979771;18.7;72.0;intermediate
61.0;4.4;3210;46.0;0.984472049689;1500.0;73.0;10.0;98.2594394062;0.134328358209;84.78;117.0;1.77777777778;0.0;29.8767266645;4.5;871.0;1.3;0.312284730195;187.350446916;272.0;22.5491455737;34.9724205211;109.04;81.3368836626;9.0;5.18333333333;168.251316973;2.5;97.0;difficult
77.0;8.5;933;92.0;1.0;1500.0;55.0;9.0;167.053616463;0.263405456256;68.81;280.0;1.77777777778;1677.7215;32.3268545942;8.0;1063.0;1.4;0.361241768579;154.146959235;384.0;39.6142328279;72.4038840598;103.22;61.0630331236;27.0;7.06666666667;150.534084746;2.1;81.0;intermediate
85.0;8.5;974;148.0;1.0;1500.0;63.0;7.0;187.543125322;0.33606557377;68.7;410.0;1.77777777778;1677.7215;28.4632227676;7.2;1220.0;4.6;0.393442622951;166.532808885;480.0;56.2234310006;73.3238524314;100.31;36.1976521938;19.0;7.28333333333;166.33907757;6.0;87.0;easy
68.0;6.0;5117;67.0;1.0;1500.0;68.0;31.0;198.835564721;0.248390064397;80.62;270.0;1.77777777778;1664.6138;32.1309343669;6.0;1087.0;6.3;0.245630174793;140.685598272;267.0;34.4131704727;25.8852550146;79.7;34.9532895517;16.0;7.83333333333;137.780138078;9.4;88.0;easy
90.0;9.0;5141;47.0;1.0;1500.0;49.0;24.0;176.138388415;0.108374384236;67.38;110.0;1.77777777778;1677.7215;13.470286038;9.7;1015.0;9.9;0.266995073892;153.595883933;271.0;16.3548507;18.1917177521;49.01;15.7790582743;8.0;6.71666666667;151.059348284;16.0;105.0;easy
238.0;8.8;5151;234.0;1.0;1500.0;153.0;176.0;187.084993815;0.218405703176;67.89;674.0;1.77777777778;1677.7215;23.4570640513;9.2;3086.0;9.7;0.267984445885;148.239505515;827.0;31.3362055605;25.329510495;38.69;28.5943943364;92.0;21.5;143.291076465;10.1;286.0;intermediate
69.0;8.2;5161;34.0;1.0;1500.0;45.0;24.0;186.976631127;0.107947805457;69.41;91.0;1.77777777778;1677.7215;22.6558194586;8.2;843.0;8.0;0.303677342823;150.688568011;256.0;15.7403136531;17.513654172;53.78;27.9068540143;10.0;5.76666666667;145.641143911;12.1;79.0;difficult
39.0;6.2;5180;40.0;0.980456026059;1500.0;41.0;30.0;171.875155226;0.165191740413;80.11;112.0;1.77777777778;1677.7215;4.97789568412;7.1;678.0;7.6;0.315634218289;140.475197999;214.0;22.6843100189;11.7849698647;54.9;4.90607545894;14.0;4.93333333333;136.71347556;12.3;70.0;intermediate
148.0;9.2;1213;35.0;1.0;1500.0;119.0;23.0;250.144217173;0.0485781990521;66.78;123.0;1.77777777778;1677.7215;13.3337874175;10.2;2532.0;12.9;0.261058451817;178.756541285;661.0;8.6926818926;16.2197744964;57.13;4.30739976407;4.0;14.1333333333;177.387248377;19.0;229.0;intermediate
66.0;14.6;5257;41.0;1.0;1500.0;24.0;6.0;222.348132862;0.11855104281;58.29;108.0;1.77777777778;1677.7215;13.4767341666;17.3;911.0;5.6;0.226125137212;153.081845739;206.0;18.1792677795;24.6466463283;76.22;12.6611095117;9.0;5.93333333333;153.008837144;12.7;82.0;easy
49.0;9.7;5268;28.0;1.0;1500.0;32.0;16.0;237.817261932;0.138075313808;65.66;99.0;1.77777777778;1677.7215;20.5313627272;10.2;717.0;6.3;0.322175732218;154.311453387;231.0;20.3885494611;15.2118513432;85.22;12.0010239819;5.0;4.85;147.456579941;11.4;79.0;easy
84.0;4.9;3268;238.0;1.0;1500.0;59.0;82.0;210.055070768;0.78811369509;83.56;610.0;1.77777777778;1664.5629;42.5935604239;6.1;774.0;7.3;0.339793281654;158.959685773;263.0;104.178526699;49.6450695614;61.12;45.1342530949;60.0;5.85;132.357964249;12.7;71.0;intermediate
8.0;6.3;3269;9.0;0.971428571429;1500.0;7.0;12.0;218.900198964;0.6;69.07;45.0;1.77777777778;1585.5861;21.3503660409;7.1;75.0;10.3;0.306666666667;166.641978966;23.0;81.7438692098;115.870027557;36.96;25.1192664242;5.0;0.55;136.239782016;12.3;16.0;easy
81.0;17.0;1189;23.0;1.0;1500.0;29.0;32.0;245.303598337;0.0857400722022;41.16;95.0;1.77777777778;1677.7215;9.49166097683;19.6;1108.0;24.2;0.244584837545;157.990219653;271.0;13.3812240299;8.87053294173;6.34;3.69582738328;2.0;7.08333333333;155.785618706;30.0;153.0;easy
157.0;11.3;1194;28.0;1.0;1500.0;93.0;33.0;247.118456403;0.0850386539336;55.98;187.0;1.77777777778;1677.7215;8.48483163209;12.6;2199.0;16.7;0.273306048204;162.54435303;601.0;13.7254422235;9.17738455875;41.97;3.01339241818;5.0;13.6166666667;160.88860617;21.1;264.0;easy
60.0;7.4;3246;73.0;1.0;1500.0;40.0;48.0;86.8453939204;0.293853073463;71.44;196.0;1.77777777778;0.0;32.7047674749;9.8;667.0;10.2;0.329835082459;159.049360146;220.0;44.6130500759;41.3788753054;53.41;36.5442228857;11.0;4.38333333333;155.007587253;15.8;110.0;intermediate
79.0;8.0;3254;50.0;1.0;1500.0;62.0;29.0;230.102204599;0.0985010706638;64.61;92.0;1.77777777778;1598.7447;30.8912651418;8.7;934.0;15.2;0.297644539615;157.135149717;278.0;14.6831941267;116.450398987;13.65;23.1039197582;6.0;6.25;148.747140501;26.8;130.0;easy
80.0;9.0;5307;78.0;0.998819362456;1500.0;101.0;57.0;249.76965191;0.0998559769563;67.49;208.0;1.77777777778;1677.7215;17.4357365576;9.9;2083.0;5.8;0.261161785886;151.984176856;544.0;15.2282405769;10.2181522316;70.29;5.07293667647;22.0;13.65;152.794894635;13.7;159.0;easy
113.0;10.0;5320;28.0;0.998357963875;1500.0;52.0;20.0;243.463020881;0.0620860927152;64.85;75.0;1.77777777778;1677.7215;16.3743401431;11.8;1208.0;8.2;0.309602649007;138.286660788;374.0;7.6464291176;16.3436462324;58.79;6.20839025662;6.0;9.8;123.770199317;12.9;94.0;intermediate
37.0;10.0;3276;31.0;0.992125984252;1500.0;16.0;44.0;220.119453209;0.427536231884;53.92;118.0;1.77777777778;1585.5861;25.2229731251;11.6;276.0;19.8;0.376811594203;148.753649225;104.0;56.0747663551;116.224692239;23.13;29.7781424219;3.0;2.1;131.157928085;25.8;66.0;intermediate
130.0;11.1;5326;92.0;0.999004975124;1500.0;86.0;68.0;243.858236497;0.108831400535;61.9;244.0;1.77777777778;1677.7215;18.2287422079;11.6;2242.0;12.4;0.247992863515;155.362582236;556.0;15.0561520425;19.7896061226;36.89;7.48764185822;14.0;16.2;137.850178946;16.4;160.0;easy
65.0;6.7;3280;61.0;1.0;1500.0;40.0;42.0;223.072738473;0.282700421941;78.79;201.0;1.77777777778;1605.324;15.9144708935;8.5;711.0;15.2;0.298171589311;169.664446783;212.0;46.3507436873;121.988471297;45.93;13.6052124925;6.0;4.33333333333;162.342903263;22.8;79.0;easy
75.0;9.0;5330;60.0;0.99375;1500.0;37.0;44.0;241.571796917;0.186440677966;67.38;143.0;1.77777777778;1677.7215;20.0448090782;9.8;767.0;8.2;0.35332464146;152.778661914;271.0;26.8267517118;18.7239036579;47.96;9.84540175902;22.0;5.31666666667;136.009755182;19.5;88.0;easy
99.0;5.9;3278;99.0;1.0;1500.0;68.0;91.0;217.332919347;0.321878579611;75.4;281.0;1.77777777778;1585.5861;32.2895024516;8.0;873.0;11.3;0.320733104238;153.795051632;280.0;45.3128359493;115.493223104;45.15;35.5926726391;16.0;6.2;140.614921522;18.8;129.0;intermediate
58.0;7.2;3287;30.0;1.0;1500.0;45.0;31.0;230.4223793;0.156378600823;71.95;114.0;1.77777777778;1585.5861;29.5116277164;8.0;729.0;10.8;0.229080932785;170.505920344;167.0;24.9044238121;107.559186497;46.47;23.168567312;7.0;4.56666666667;158.601856909;15.1;72.0;intermediate
102.0;8.9;5336;77.0;0.998964803313;1500.0;95.0;60.0;243.237098438;0.111509180475;73.0;249.0;1.77777777778;1677.7215;24.2883423728;11.0;2233.0;14.2;0.253470667264;160.535213884;566.0;15.984935215;19.7769139936;48.37;12.2178290763;8.0;15.5666666667;142.580486396;27.9;134.0;intermediate
146.0;9.8;1257;22.0;1.0;1500.0;91.0;21.0;247.172693456;0.0486512524085;65.25;101.0;1.77777777778;1677.7215;10.0719576589;11.0;2076.0;13.2;0.301541425819;183.88573998;626.0;8.89110595968;13.7471577813;45.8;4.17568109692;4.0;11.35;182.399718302;15.2;226.0;difficult
47.0;5.9;3352;81.0;1.0;1500.0;43.0;45.0;240.176730952;0.354505169867;80.92;240.0;1.77777777778;1677.7215;7.17773369943;5.9;677.0;1.7;0.268833087149;143.270316027;182.0;49.104859335;12.6681629901;97.2;4.15319099887;30.0;4.88333333333;138.516624041;7.0;70.0;easy
51.0;7.7;5407;9.0;0.992366412214;1500.0;39.0;12.0;85.9694497897;0.126300148588;70.84;85.0;1.77777777778;1677.7215;23.5763723439;8.2;673.0;35.3;0.267459138187;193.034111311;180.0;20.1541197392;37.5741904406;-6.35;87.8977802516;1.0;4.21666666667;159.810314167;42.9;83.0;easy
73.0;4.9;5410;182.0;0.99358974359;1500.0;54.0;47.0;225.775306892;0.633941093969;83.46;452.0;1.77777777778;1677.7215;24.4220105646;5.4;713.0;42.6;0.258064516129;195.25172836;184.0;90.0368513662;28.385662962;-9.39;11.4840529848;4.0;5.01666666667;140.83197769;57.3;72.0;easy
87.0;5.8;3364;75.0;1.0;1500.0;133.0;32.0;238.515784774;0.0850552618933;81.02;177.0;1.77777777778;1677.7215;9.26946627753;5.4;2081.0;3.6;0.279192695819;148.032870889;581.0;12.2848417546;10.673666075;81.49;3.24076276687;26.0;14.4;144.711271516;8.7;143.0;difficult
19.0;10.1;5413;12.0;0.980392156863;1500.0;11.0;9.0;91.6581108539;0.175097276265;64.64;45.0;1.77777777778;1677.7215;23.9682881036;11.6;257.0;2.7;0.280155642023;192.721885388;72.0;26.4861683343;43.4959089241;89.24;88.1106491505;6.0;1.68333333333;151.854031783;6.6;36.0;difficult
43.0;12.8;5421;61.0;0.997863247863;1500.0;38.0;19.0;132.575282411;0.155172413793;57.44;180.0;1.77777777778;1677.7215;38.766411617;14.4;1160.0;9.8;0.237068965517;157.451051487;275.0;23.8901055146;82.7253170876;70.77;68.5459981031;7.0;7.53333333333;155.285685845;11.9;114.0;easy
40.0;4.7;5427;89.0;0.996350364964;1500.0;47.0;23.0;178.36475453;0.372881355932;84.07;220.0;1.77777777778;1447.446;28.7063075732;5.4;590.0;21.2;0.250847457627;188.781042836;148.0;48.2068512161;26.4436007339;41.03;37.9714999268;4.0;4.55;129.062888029;27.5;55.0;intermediate
47.0;5.8;5432;48.0;0.99706744868;1500.0;45.0;27.0;204.21615437;0.198288159772;81.02;139.0;1.77777777778;1664.5629;36.2339352741;7.6;701.0;11.8;0.281027104137;184.675328141;197.0;24.4790137951;26.1614936608;60.18;45.6237201314;5.0;5.66666666667;121.866744937;16.9;97.0;difficult
57.0;6.9;5442;99.0;0.997647058824;1500.0;56.0;50.0;181.870408637;0.320973348783;72.76;277.0;1.77777777778;1447.446;67.2808945791;7.2;863.0;23.7;0.261877172654;174.95314963;226.0;39.123372802;43.2886334877;23.7;78.7876209286;5.0;7.06666666667;121.748546409;30.8;112.0;easy
74.0;6.9;5454;141.0;1.0;1500.0;59.0;42.0;145.213566895;0.388888888889;78.28;420.0;1.77777777778;1664.5629;28.9247199177;8.5;1080.0;5.6;0.239814814815;178.49610005;259.0;58.1261244637;36.9054015146;92.46;48.6972222;20.0;7.21666666667;149.882363796;10.4;102.0;intermediate
53.0;5.9;5465;30.0;1.0;1500.0;67.0;15.0;101.3062206;0.140831758034;80.82;149.0;1.77777777778;1677.7215;23.0913216629;7.6;1058.0;9.0;0.275992438563;176.231021435;292.0;22.2937083863;35.7848602233;83.53;64.0975691098;5.0;6.68333333333;158.898780579;14.7;128.0;easy
43.0;6.8;5487;42.0;1.0;1500.0;51.0;28.0;222.468411643;0.157068062827;73.17;120.0;1.77777777778;1592.1654;25.0757398273;7.3;764.0;7.6;0.306282722513;178.962674955;234.0;26.9561961812;110.688974705;71.04;26.172149924;7.0;4.45;170.947210782;11.9;99.0;easy
51.0;5.8;5488;29.0;1.0;1500.0;52.0;16.0;219.847466644;0.0894409937888;81.12;72.0;1.77777777778;1592.1654;24.6173989954;6.0;805.0;4.9;0.267080745342;163.917735695;215.0;14.5210084034;109.606802112;77.94;25.3109236538;7.0;4.95;162.352941176;10.8;78.0;intermediate
54.0;5.0;5489;32.0;1.0;1500.0;61.0;15.0;217.541492154;0.0962241169306;83.15;79.0;1.77777777778;1592.1654;24.861432929;4.7;821.0;3.2;0.291108404385;154.127054083;239.0;14.7760216964;104.973236324;87.92;26.0519231472;9.0;5.33333333333;152.997287945;8.1;71.0;easy
23.0;5.1;5505;11.0;1.0;1500.0;35.0;12.0;222.556768832;0.0774058577406;82.95;37.0;1.77777777778;1585.5861;18.455935955;5.4;478.0;9.3;0.309623430962;166.630763229;148.0;11.8900969418;115.507461461;61.16;21.5559892739;2.0;3.1;153.607198329;12.6;46.0;intermediate
155.0;4.7;5544;84.0;1.0;1500.0;116.0;55.0;233.964588246;0.169178082192;84.07;247.0;1.77777777778;1585.5861;18.6053006224;5.3;1460.0;6.7;0.319863013699;163.847481917;467.0;26.0553103958;115.594699169;67.96;16.2567613781;21.0;9.46666666667;153.167249776;11.5;153.0;intermediate
64.0;6.7;5554;58.0;1.0;1500.0;60.0;54.0;227.439134684;0.231292517007;73.47;204.0;1.77777777778;1585.5861;23.3353596467;7.1;882.0;9.9;0.310657596372;173.948486004;274.0;34.7618641902;116.570886826;54.22;20.4875270698;12.0;5.86666666667;150.293942234;16.9;113.0;difficult
30.0;8.5;5556;49.0;1.0;1500.0;22.0;46.0;229.233055668;0.352803738318;68.6;151.0;1.77777777778;1585.5861;29.5090249806;10.3;428.0;9.3;0.303738317757;173.163676087;130.0;58.9076723017;114.146914056;45.01;24.4096805981;16.0;2.55;166.970091027;12.6;71.0;easy
70.0;5.6;5558;41.0;1.0;1500.0;79.0;30.0;231.034624751;0.0925531914894;76.32;87.0;1.77777777778;1585.5861;19.7379531438;6.3;940.0;12.8;0.341489361702;163.703649953;321.0;14.2125898497;114.16070542;25.05;16.5440381843;7.0;6.11666666667;153.561315618;20.0;111.0;easy
44.0;7.1;5560;32.0;1.0;1500.0;40.0;28.0;224.170401268;0.0919175911252;72.36;58.0;1.77777777778;1585.5861;31.3267622113;8.3;631.0;20.3;0.313787638669;173.037308309;198.0;14.8845166809;111.651477055;-15.8;30.3418058935;3.0;3.88333333333;161.933276305;39.6;79.0;easy
6.0;9.4;5561;6.0;1.0;1500.0;7.0;9.0;233.751496581;0.106870229008;60.95;14.0;1.77777777778;1585.5861;14.7522613781;11.7;131.0;20.6;0.297709923664;157.863024704;39.0;14.4902535794;118.823398188;-27.34;14.4587336034;1.0;0.95;135.587372779;21.9;31.0;intermediate
37.0;9.4;1487;1.0;0.9921875;1500.0;21.0;0.0;151.557027693;0.00255754475703;61.06;1.0;1.77777777778;0.0;41.5554336232;11.5;391.0;20.2;0.289002557545;192.987134191;113.0;0.471179519397;38.958344169;-47.99;66.2330314128;1.0;2.11666666667;184.231192084;2.6;81.0;easy
54.0;5.2;5599;40.0;0.993355481728;1500.0;50.0;33.0;208.044969918;0.186079545455;82.54;131.0;1.77777777778;1677.7215;15.4026916182;5.2;704.0;9.4;0.369318181818;156.226406756;260.0;26.1259764002;19.100327272;60.95;11.8526368381;7.0;5.0;141.000498587;13.5;78.0;easy
